cut_off,previous_year_cutoff,rank,branch,category,district,sports_quota,college_name,college_fees
140,147,8107,Biotech,ST,Chennai,No,Easwari Engineering College - Ramapuram,207000.0
142,134,8292,Chemical,BC,Thanjavur,No,Periyar Maniammai University - Vallam,158000.0
146,152,6928,EEE,OC,Pudukkottai,No,Arasu Engineering College - Pudukkottai,157000.0
130,130,9873,EIE,OC,Tirunelveli,No,Einstein College of Engineering - Seethaparpanallur,158000.0
144,152,6984,Chemical,SC,Trichy,No,M.A.M. College of Engineering - Siruganur,174000.0
157,159,5511,Chemical,ST,Madurai,No,P.T.R. College of Engineering - Austinpatti,171000.0
152,158,6225,CSE,OC,Madurai,No,R.V.S. College of Engineering - Dindigul Road,221000.0
161,161,4836,Mechanical,BC,Madurai,No,Raja College of Engineering - Usilampatti,184000.0
155,163,5103,Mechanical,MBC,Vellore,No,C. Abdul Hakeem College of Engineering - Melvisharam,197000.0
141,143,8529,EIE,BC,Thiruvarur,No,A.V.C. College of Engineering - Thiruvarur,145000.0
133,132,9289,CSE,MBC,Virudhunagar,No,Kamraj College of Engineering - Virudhunagar,173000.0
154,158,5746,Chemical,MBC,Pudukkottai,No,Shanmuganathan Engineering College - Pudukkottai,154000.0
153,145,5526,CSE,BC,Cuddalore,No,Christ College of Engineering - Puducherry,188000.0
147,153,7257,Civil,OC,Tenkasi,No,S.V. College of Engineering - Tenkasi,148000.0
159,156,4229,Chemical,OC,Madurai,No,Nadar Saraswathi College of Engineering - Theni Road,165000.0
171,165,2413,IT,MBC,Thiruvarur,Yes,K.M. Engineering College - Thiruvarur,182000.0
130,135,9457,EIE,OC,Tirunelveli,No,Nellai College of Engineering - Marthandam,172000.0
144,142,7808,EEE,BC,Tirunelveli,No,Francis Xavier Engineering College - Pettai,176000.0
147,149,7212,Aerospace,OC,Virudhunagar,No,Kamraj College of Engineering - Virudhunagar,177000.0
151,147,5633,Chemical,MBC,Virudhunagar,No,P.S.R. Engineering College - Sivakasi,139000.0
133,130,9907,Chemical,BC,Kanyakumari,No,Vins Christian College - Nagercoil,148000.0
156,164,5425,Mechanical,BC,Thiruvarur,No,A.V.C. College of Engineering - Thiruvarur,140000.0
137,142,8846,EIE,BC,Virudhunagar,No,Virudhunagar Engineering College - Virudhunagar,145000.0
131,130,9501,EEE,MBC,Tirunelveli,No,P.S.N.A. College of Engineering - Palayamkottai,179000.0
145,146,7460,CSE,BC,Ranipet,No,C. Abdul Hakeem College of Engineering - Ranipet,182000.0
151,155,6535,EEE,OC,Thiruvarur,No,S.T. Hindu College - Thiruvarur,157000.0
151,152,5725,Mechanical,BC,Thiruvallur,No,Vel Tech High Tech Engineering College - Avadi,182000.0
162,166,3646,EEE,SC,Cuddalore,No,Mailam Engineering College - Mailam,154000.0
152,147,6488,Aerospace,SC,Cuddalore,No,St. Anne's College of Engineering - Panruti,167000.0
146,145,7103,Civil,BC,Kanyakumari,Yes,Vins Christian College - Nagercoil,137000.0
149,157,6747,Chemical,SC,Ramanathapuram,Yes,Sethu Institute of Technology - Ramanathapuram,149000.0
149,155,6589,Chemical,BC,Thanjavur,No,A.V.C. College of Engineering - Mayiladuthurai,159000.0
151,145,5861,EIE,MBC,Tenkasi,Yes,Government College of Engineering - Tenkasi,59000.0
130,131,9860,EIE,OC,Ramanathapuram,No,Sethu Institute of Technology - Ramanathapuram,156000.0
159,151,4930,Chemical,MBC,Trichy,No,Imayam College of Engineering - Kannanur,180000.0
147,142,6441,Aerospace,OC,Salem,No,J.K.K. Nataraja College of Engineering - Komarapalayam,192000.0
135,130,8641,Chemical,ST,Ranipet,No,Vels Institute of Technology - Ranipet,157000.0
153,155,5973,Aerospace,OC,Chengalpattu,No,Sri Venkateswara College of Engineering - Sriperumbudur,217000.0
132,130,9574,Civil,SC,Thanjavur,No,Shanmuganathan Engineering College - Pudukkottai Road,144000.0
148,151,6198,Mechanical,MBC,Ramanathapuram,No,Ramanathapuram Engineering College - Ramanathapuram,148000.0
153,151,5777,CSE,MBC,Thiruvarur,No,K.M. Engineering College - Thiruvarur,184000.0
147,143,6931,Chemical,ST,Thiruvallur,No,J.N.N. Institute of Engineering - Uthukottai,183000.0
161,169,4827,EEE,MBC,Tenkasi,No,Tenkasi Engineering College - Tenkasi,153000.0
140,144,8656,EEE,OC,Dharmapuri,No,V.M.K.V. Engineering College - Salem,149000.0
141,139,7951,EIE,ST,Salem,No,Knowledge Institute of Technology - Kakapalayam,176000.0
142,139,8189,EIE,OC,Tenkasi,No,S.V. College of Engineering - Tenkasi,168000.0
165,171,3629,EEE,OC,Thanjavur,No,Arasu Engineering College - Kumbakonam,159000.0
144,152,7719,CSE,MBC,Dindigul,No,P.S.N.A. College of Engineering - Dindigul,179000.0
130,131,10000,Mechanical,OC,Ramanathapuram,Yes,Syed Ammal Engineering College - Ramanathapuram,147000.0
130,130,9459,EIE,BC,Vellore,No,Dhanalakshmi Srinivasan College - Perambalur,194000.0
136,144,8321,Civil,SC,Erode,No,Nandha Engineering College - Erode,144000.0
130,130,9519,Aerospace,SC,Nagapattinam,No,E.G.S. Pillay Engineering College - Nagapattinam,161000.0
146,149,7559,Aerospace,BC,Cuddalore,No,V.R.S. College of Engineering - Villupuram,164000.0
171,179,2060,ECE,BC,Coimbatore,No,Amrita Vishwa Vidyapeetham - Ettimadai,383000.0
157,162,4971,CSE,MBC,Virudhunagar,No,Kamraj College of Engineering - Virudhunagar,178000.0
160,152,4565,CSE,SC,Kanyakumari,No,Cape Institute of Technology - Levengipuram,186000.0
135,130,9022,CSE,SC,Thiruvarur,No,K.M. Engineering College - Thiruvarur,175000.0
130,130,9438,Biotech,ST,Kancheepuram,No,Shivani Engineering College - Sriperumbudur,195000.0
137,139,8221,CSE,SC,Theni,No,Theni Engineering College - Theni,165000.0
148,142,6301,EIE,OC,Chengalpattu,No,Jeppiaar Institute of Technology - Sriperumbudur,187000.0
156,158,5297,Biotech,SC,Erode,No,Erode Sengunthar Engineering College - Thudupathi,178000.0
145,153,7192,Biotech,OC,Madurai,No,Vickram College of Engineering - Enathi,172000.0
135,135,9116,Mechanical,OC,Virudhunagar,No,S.Vellaichamy Nadar College - Virudhunagar,142000.0
148,150,7337,Chemical,BC,Namakkal,No,K.S.R. College of Engineering - Tiruchengode,151000.0
135,132,8641,Civil,BC,Ranipet,No,C. Abdul Hakeem College of Engineering - Ranipet,146000.0
152,150,6513,CSE,BC,Cuddalore,No,V.R.S. College of Engineering - Villupuram,166000.0
135,130,9125,Civil,SC,Krishnagiri,No,Anna University Regional Campus - Krishnagiri,134000.0
150,144,6989,CSE,BC,Virudhunagar,No,Ramco Institute of Technology - Rajapalayam,173000.0
163,166,4253,IT,BC,Thiruvallur,No,Gojan School of Business and Technology - Redhills,215000.0
134,134,9861,Chemical,OC,Thiruvallur,No,Vel Tech High Tech Engineering College - Avadi,174000.0
130,130,10000,Civil,MBC,Vellore,No,Aishwarya College of Engineering - Gudiyatham,177000.0
135,141,9553,CSE,SC,Coimbatore,No,Park College of Technology - Karumathampatti,229000.0
144,136,7710,CSE,OC,Tenkasi,No,S.V. College of Engineering - Tenkasi,184000.0
153,149,6322,EEE,OC,Madurai,No,Kamraj College of Engineering - Virudhunagar Road,203000.0
135,130,9031,Biotech,MBC,Thiruvallur,No,J.N.N. Institute of Engineering - Uthukottai,188000.0
147,143,7139,EEE,MBC,Tirunelveli,No,S.Vellaichamy Nadar College - Thatchanallur,178000.0
158,162,4601,EEE,MBC,Perambalur,No,Perambalur College of Engineering - Perambalur,156000.0
171,169,2232,Aerospace,OC,Coimbatore,No,Amrita Vishwa Vidyapeetham - Ettimadai,378000.0
146,142,6874,EEE,OC,Namakkal,No,K.S. Rangasamy College of Technology - Tiruchengode,167000.0
130,131,10000,Civil,OC,Sivagangai,No,Sudharsan Engineering College - Sivagangai,151000.0
149,143,6417,EIE,MBC,Erode,Yes,Akshaya College of Engineering - Coimbatore Road,162000.0
131,133,10000,EIE,OC,Namakkal,Yes,Gnanamani College of Engineering - Namakkal,147000.0
157,151,5387,Biotech,BC,Vellore,No,Aishwarya College of Engineering - Gudiyatham,182000.0
130,130,10000,Civil,SC,Kanyakumari,Yes,Bethlahem Institute of Engineering - Karungal,147000.0
135,130,9033,ECE,MBC,Cuddalore,No,Sri Manakula Vinayagar Engineering - Puducherry Road,177000.0
137,144,9299,Mechanical,ST,Kallakurichi,No,Kallakurichi Engineering College - Kallakurichi,147000.0
150,157,6385,Civil,ST,Karur,No,Chettinad College of Engineering - Karur,134000.0
136,143,9195,Mechanical,MBC,Sivagangai,No,K.L.N. College of Engineering - Sivagangai,143000.0
158,152,4853,Chemical,MBC,Ranipet,No,S.R.M. University - Ranipet,138000.0
152,155,6406,Chemical,BC,Dharmapuri,No,M.K. University College - Dharmapuri,152000.0
137,142,9125,IT,MBC,Trichy,No,National Institute of Technology Trichy - Thuvakudi,188000.0
158,157,5042,ECE,OC,Vellore,No,Priyadarshini Engineering College - Vaniyambadi,222000.0
144,143,6944,Chemical,BC,Erode,No,Nandha Engineering College - Erode,168000.0
160,163,4485,Aerospace,ST,Theni,No,Jayam College of Engineering - Theni,170000.0
131,130,10000,CSE,BC,Ranipet,No,C. Abdul Hakeem College of Engineering - Ranipet,181000.0
164,160,3461,ECE,ST,Sivagangai,No,C.E.C. College of Engineering - Sivagangai,169000.0
133,130,9405,EEE,MBC,Thoothukkudi,No,National College of Engineering - Thoothukkudi,174000.0
151,143,5687,IT,OC,Theni,No,Jayam College of Engineering - Theni,160000.0
139,135,8879,Biotech,BC,Salem,No,Muthayammal Engineering College - Rasipuram,180000.0
130,131,9648,Biotech,BC,Cuddalore,No,Christ College of Engineering - Puducherry,158000.0
130,137,10000,Aerospace,BC,Thanjavur,No,Anjalai Ammal Mahalingam Engineering College - Kovilvenni,175000.0
163,164,4450,EEE,BC,Nagapattinam,No,E.G.S. Pillay Engineering College - Nagapattinam,159000.0
140,134,7876,Mechanical,MBC,Karur,No,V.S.B. Engineering College - Karur,163000.0
151,153,5694,Biotech,MBC,Ranipet,No,Vels Institute of Technology - Ranipet,162000.0
137,130,8464,EIE,BC,Tenkasi,No,S.V. College of Engineering - Tenkasi,145000.0
130,136,10000,EEE,OC,Salem,No,Vinayaka Mission University - Aarapalayam,164000.0
152,157,5893,Biotech,BC,Kallakurichi,No,S.K.P. Engineering College - Kallakurichi,160000.0
157,154,4973,Chemical,OC,Salem,No,Kongu Engineering College - Perundurai,232000.0
134,142,9583,Biotech,MBC,Villupuram,No,Bharathiyar Institute of Engineering - Villupuram,156000.0
137,130,8220,Mechanical,OC,Tirunelveli,No,S.Vellaichamy Nadar College - Thatchanallur,154000.0
139,147,8177,Aerospace,ST,Trichy,Yes,K.Ramakrishnan College of Engineering - Samayapuram,206000.0
138,145,8817,ECE,BC,Dindigul,No,P.S.N.A. College of Engineering - Dindigul,158000.0
155,151,5546,Mechanical,OC,Karur,No,Karur College of Engineering - Karur,156000.0
141,141,7983,IT,OC,Perambalur,No,Srinivasan Engineering College - Perambalur,159000.0
161,158,4501,CSE,SC,Dindigul,No,P.S.N.A. College of Engineering - Dindigul,169000.0
161,154,4817,ECE,OC,Dharmapuri,Yes,Jayam College of Engineering - Dharmapuri,176000.0
133,133,9854,ECE,MBC,Chengalpattu,No,St. Joseph's Institute of Technology - OMR,199000.0
130,130,9942,Biotech,SC,Kallakurichi,No,Kallakurichi Engineering College - Kallakurichi,157000.0
143,145,7789,Mechanical,BC,Dindigul,No,R.V.S. College of Engineering - Dindigul,147000.0
143,138,7315,Civil,OC,Ramanathapuram,No,Syed Ammal Engineering College - Ramanathapuram,143000.0
158,165,4437,IT,OC,Ramanathapuram,No,Ramanathapuram Engineering College - Ramanathapuram,158000.0
151,154,6027,EIE,BC,Theni,No,V.P.N. College of Engineering - Theni,151000.0
157,161,5161,EIE,OC,Sivagangai,No,Sivagangai Engineering College - Sivagangai,167000.0
153,148,6342,Biotech,OC,Cuddalore,No,Achariya College of Engineering - Villianur,146000.0
144,146,6901,Civil,OC,Pudukkottai,No,Shanmuganathan Engineering College - Pudukkottai,133000.0
155,147,5036,Chemical,OC,Namakkal,No,Selvam College of Technology - Namakkal,147000.0
135,131,9248,Aerospace,BC,Erode,No,Nandha Engineering College - Erode,190000.0
147,154,6668,EEE,OC,Vellore,No,Kingston Engineering College - Katpadi,192000.0
158,162,4587,EEE,BC,Theni,No,V.P.N. College of Engineering - Theni,170000.0
140,145,8581,EIE,OC,Kancheepuram,No,Pallavan College of Engineering - Kanchipuram,176000.0
150,148,6657,Biotech,OC,Dharmapuri,Yes,Government College of Engineering - Dharmapuri,55000.0
153,145,5714,Civil,ST,Dindigul,No,Dindigul Engineering College - Dindigul,136000.0
144,141,7086,Aerospace,BC,Chennai,No,Sri Sairam Engineering College - Tambaram,215000.0
140,133,8185,EIE,SC,Cuddalore,No,Bharathidasan Engineering College - Nallur,151000.0
135,131,9036,Aerospace,OC,Virudhunagar,No,Ramco Institute of Technology - Rajapalayam,176000.0
144,152,7015,Biotech,SC,Chengalpattu,No,Sree Sastha Institute of Engineering - Chembarambakkam,174000.0
130,130,9660,Civil,MBC,Kanyakumari,No,Bethlahem Institute of Engineering - Karungal,154000.0
130,132,10000,Chemical,OC,Kanyakumari,No,Mar Ephraem College of Engineering - Elavuvilai,155000.0
130,138,10000,EEE,BC,Trichy,No,Sengunthar Engineering College - Thuraiyur,179000.0
136,138,9090,Aerospace,BC,Erode,No,Angel College of Engineering - Gobichettipalayam,178000.0
136,139,8877,ECE,OC,Villupuram,No,St. Joseph's College of Engineering - Villupuram,163000.0
157,150,4563,Chemical,OC,Vellore,No,Thanthai Periyar Government Institute - Bagayam,61000.0
154,160,5845,Chemical,MBC,Virudhunagar,No,P.S.R. Engineering College - Sivakasi,137000.0
133,130,9299,EIE,SC,Kancheepuram,No,Madha Engineering College - Kundrathur,183000.0
158,154,5511,IT,OC,Namakkal,No,M.P. Nachimuthu M.Jaganathan Engineering College - Chennimalai,164000.0
147,146,7485,ECE,SC,Dindigul,No,R.V.S. College of Engineering - Dindigul,172000.0
152,147,6462,IT,OC,Kallakurichi,No,S.K.P. Engineering College - Kallakurichi,163000.0
142,140,8165,Civil,OC,Thiruvarur,No,A.V.C. College of Engineering - Thiruvarur,136000.0
156,150,5904,Civil,MBC,Pudukkottai,No,Sudharsan Engineering College - Pudukkottai,150000.0
137,141,8971,EIE,BC,Pudukkottai,No,Sudharsan Engineering College - Pudukkottai,166000.0
145,145,7170,ECE,SC,Tenkasi,Yes,Tenkasi Engineering College - Tenkasi,174000.0
156,150,5082,Civil,BC,Thiruvallur,No,R.M.D. Engineering College - Kavaraipettai,177000.0
132,130,9378,ECE,OC,Kallakurichi,Yes,S.K.P. Engineering College - Kallakurichi,169000.0
142,137,7291,ECE,OC,Erode,No,K.S. Rangasamy College of Technology - Tiruchengode,179000.0
156,151,5402,EEE,MBC,Villupuram,No,Sri Venkateswara College of Engineering - Villupuram,169000.0
130,135,10000,Aerospace,OC,Pudukkottai,No,M.A.M. College of Engineering - Pudukkottai,164000.0
141,143,8514,ECE,SC,Trichy,Yes,Anna University Trichy Campus - Navalpattu,192000.0
157,162,5406,Biotech,MBC,Erode,No,Akshaya College of Engineering - Coimbatore Road,176000.0
137,137,8459,EEE,BC,Karur,No,Chettinad College of Engineering - Karur,151000.0
152,149,6368,Civil,MBC,Trichy,No,Oxford Engineering College - Pirattiyur,149000.0
152,144,6011,IT,ST,Tenkasi,No,Tenkasi Engineering College - Tenkasi,182000.0
137,138,9166,Chemical,OC,Thiruvarur,No,S.T. Hindu College - Thiruvarur,152000.0
152,144,6240,Biotech,MBC,Vellore,No,Thanthai Periyar Government Institute - Bagayam,70000.0
145,140,7779,Civil,OC,Sivagangai,Yes,R.V.S. Engineering College - Sivagangai,132000.0
153,160,6105,EIE,OC,Pudukkottai,Yes,M.A.M. College of Engineering - Pudukkottai,169000.0
133,131,9450,Civil,BC,Karur,No,V.S.B. Engineering College - Karur,136000.0
142,148,8079,CSE,OC,Namakkal,No,Paavai Engineering College - Namakkal,163000.0
134,132,9856,IT,OC,Kallakurichi,No,Anna University Regional Campus - Kallakurichi,169000.0
154,154,5487,Mechanical,MBC,Ramanathapuram,No,Sethu Institute of Technology - Ramanathapuram,141000.0
137,130,9290,Aerospace,BC,Villupuram,No,Idhaya Engineering College - Villupuram,168000.0
165,166,3688,Biotech,MBC,Chennai,No,Veltech University - Avadi,205000.0
158,163,4615,EEE,OC,Kanyakumari,No,Bethlahem Institute of Engineering - Karungal,170000.0
131,130,9890,Aerospace,OC,Kanyakumari,No,Mar Ephraem College of Engineering - Elavuvilai,171000.0
133,137,9705,Chemical,OC,Tirunelveli,No,Nellai College of Engineering - Marthandam,159000.0
158,166,4369,Mechanical,MBC,Dharmapuri,No,M.K. University College - Dharmapuri,146000.0
151,155,6100,Civil,OC,Thoothukkudi,No,National College of Engineering - Thoothukkudi,133000.0
136,130,8949,ECE,MBC,Theni,No,V.P.N. College of Engineering - Theni,170000.0
166,159,3337,Chemical,BC,Pudukkottai,No,Pudukkottai Engineering College - Pudukkottai,154000.0
136,142,8370,Civil,BC,Chennai,No,Jerusalem College of Engineering - Pallikaranai,186000.0
132,130,10000,ECE,OC,Namakkal,No,Vivekanandha College of Engineering - Tiruchengode,152000.0
130,130,10000,EIE,OC,Vellore,No,Jai Shriram Engineering College - Avinashi,191000.0
151,147,6566,EEE,SC,Kallakurichi,No,Anna University Regional Campus - Kallakurichi,150000.0
149,151,6088,Biotech,BC,Erode,No,Velaivani College of Engineering - Thindal,174000.0
132,133,9906,Biotech,BC,Cuddalore,Yes,Sri Manakula Vinayagar Engineering - Puducherry Road,143000.0
130,130,9832,Aerospace,OC,Thoothukkudi,Yes,Infant Jesus College of Engineering - Thoothukkudi,158000.0
142,145,7770,Aerospace,MBC,Tirunelveli,No,S.Vellaichamy Nadar College - Thatchanallur,176000.0
151,144,6458,Chemical,OC,Cuddalore,No,V.R.S. College of Engineering - Villupuram,144000.0
158,155,5217,Aerospace,SC,Madurai,No,KLN College of Engineering - Pottapalayam,208000.0
139,138,8061,Chemical,MBC,Perambalur,Yes,Roever Engineering College - Perambalur,155000.0
130,130,9756,EIE,MBC,Coimbatore,No,Sri Ramakrishna Engineering College - Vattamalaipalayam,196000.0
163,171,4029,ECE,ST,Chengalpattu,No,Sri Venkateswara College of Engineering - Sriperumbudur,212000.0
144,139,7368,IT,SC,Kanyakumari,No,Narayanaguru College of Engineering - Manjalumoodu,163000.0
130,133,10000,EIE,BC,Ranipet,No,C. Abdul Hakeem College of Engineering - Ranipet,158000.0
152,154,6047,Biotech,OC,Krishnagiri,Yes,T.J.S. Engineering College - Hosur,148000.0
142,150,7759,Mechanical,MBC,Theni,No,Jayam College of Engineering - Theni,163000.0
134,130,9145,IT,SC,Tirunelveli,No,Jayamatha Engineering College - Aralvaimozhi,188000.0
152,157,6296,Aerospace,BC,Virudhunagar,No,Virudhunagar Engineering College - Virudhunagar,160000.0
130,132,10000,Aerospace,MBC,Kallakurichi,No,S.K.P. Engineering College - Kallakurichi,162000.0
144,147,8075,Aerospace,OC,Krishnagiri,No,Sri Krishna College of Technology - Hosur,173000.0
147,139,7103,Mechanical,BC,Thoothukkudi,No,Thoothukkudi Engineering College - Thoothukkudi,161000.0
179,175,1178,IT,BC,Chennai,No,SSN College of Engineering - Kalavakkam,466000.0
144,149,7682,EIE,BC,Thanjavur,No,A.V.C. College of Engineering - Mayiladuthurai,165000.0
140,143,8629,CSE,OC,Virudhunagar,Yes,S.Vellaichamy Nadar College - Virudhunagar,165000.0
130,130,9945,Mechanical,BC,Trichy,Yes,Saranathan College of Engineering - Panjappur,186000.0
158,161,5448,EEE,BC,Thanjavur,No,A.V.C. College of Engineering - Mayiladuthurai,174000.0
145,147,7296,EEE,ST,Ramanathapuram,No,Syed Ammal Engineering College - Ramanathapuram,156000.0
150,158,6612,EIE,BC,Virudhunagar,No,Kamraj College of Engineering - Virudhunagar,146000.0
153,152,5975,ECE,BC,Erode,No,Erode Sengunthar Engineering College - Thudupathi,170000.0
147,143,7048,Aerospace,OC,Thoothukkudi,Yes,Rani Anna Government College - Thoothukkudi,62000.0
139,141,8255,Chemical,BC,Salem,No,Aruna College of Engineering - Thiruchengode,162000.0
156,151,5611,Chemical,BC,Thanjavur,No,Anjalai Ammal Mahalingam Engineering College - Kovilvenni,142000.0
180,177,1346,CSE,MBC,Chennai,No,SSN College of Engineering - Kalavakkam,471000.0
133,130,9710,Civil,SC,Tenkasi,No,Tenkasi Engineering College - Tenkasi,143000.0
136,130,9440,Mechanical,BC,Madurai,No,P.T.R. College of Engineering - Austinpatti,181000.0
142,138,8102,EIE,BC,Tirunelveli,No,Einstein College of Engineering - Seethaparpanallur,171000.0
138,143,9056,ECE,MBC,Villupuram,No,Idhaya Engineering College - Villupuram,164000.0
135,131,8702,EEE,OC,Thiruvarur,No,Thiruvarur Engineering College - Thiruvarur,165000.0
151,150,6500,Chemical,SC,Ramanathapuram,No,Ramanathapuram Engineering College - Ramanathapuram,146000.0
167,161,3357,CSE,BC,Theni,No,Sree Sowdambika College of Engineering - Theni,181000.0
159,155,4409,Mechanical,OC,Kanyakumari,No,Bethlahem Institute of Engineering - Karungal,166000.0
152,145,5907,Aerospace,MBC,Nagapattinam,No,Nagapattinam Engineering College - Nagapattinam,162000.0
152,150,5764,Aerospace,SC,Karur,Yes,M.Kumarasamy College of Engineering - Karur,176000.0
155,161,5640,EEE,MBC,Thoothukkudi,Yes,Infant Jesus College of Engineering - Thoothukkudi,168000.0
130,136,10000,Civil,MBC,Krishnagiri,No,Anna University Regional Campus - Krishnagiri,140000.0
153,155,5351,Chemical,OC,Sivagangai,No,K.L.N. College of Engineering - Sivagangai,147000.0
147,140,7194,Civil,SC,Krishnagiri,No,T.J.S. Engineering College - Hosur,131000.0
149,153,6282,Mechanical,BC,Madurai,No,Nadar Saraswathi College of Engineering - Theni Road,177000.0
130,130,10000,Aerospace,SC,Madurai,No,Kamraj College of Engineering - Virudhunagar Road,212000.0
147,151,6420,IT,SC,Karur,No,Chettinad College of Engineering - Karur,178000.0
135,141,8691,CSE,MBC,Karur,No,V.S.B. Engineering College - Karur,170000.0
137,141,9272,Civil,OC,Thiruvarur,No,K.M. Engineering College - Thiruvarur,133000.0
158,162,4564,Civil,OC,Thoothukkudi,No,Rani Anna Government College - Thoothukkudi,47000.0
146,152,6635,EEE,MBC,Perambalur,No,Dhanalakshmi Srinivasan Engineering College - Perambalur,152000.0
151,152,5630,Chemical,OC,Thiruvallur,Yes,R.M.K. Engineering College - Kavaraipettai,188000.0
150,151,6589,EIE,BC,Karur,No,Karur College of Engineering - Karur,161000.0
157,152,5006,Civil,ST,Sivagangai,No,Alagappa Chettiar College of Engineering - Karaikudi,146000.0
137,138,9095,Civil,BC,Pudukkottai,No,Pudukkottai Engineering College - Pudukkottai,132000.0
140,136,7993,EIE,OC,Virudhunagar,No,S.Vellaichamy Nadar College - Virudhunagar,161000.0
130,131,9691,EIE,SC,Nagapattinam,No,M.R.K. College of Engineering - Nagapattinam,165000.0
144,150,7259,EIE,MBC,Kanyakumari,Yes,Vins Christian College - Nagercoil,149000.0
156,162,5572,Civil,MBC,Namakkal,No,N.P.R. College of Engineering - Namakkal,143000.0
161,155,4396,ECE,SC,Namakkal,No,M.P. Nachimuthu M.Jaganathan Engineering College - Chennimalai,172000.0
159,167,5169,Mechanical,MBC,Sivagangai,No,Sivagangai Engineering College - Sivagangai,144000.0
136,136,8522,Biotech,BC,Tirunelveli,No,S.Vellaichamy Nadar College - Thatchanallur,154000.0
160,156,4558,Civil,SC,Cuddalore,No,Mailam Engineering College - Mailam,140000.0
158,153,4367,Aerospace,MBC,Ranipet,No,S.R.M. University - Ranipet,171000.0
136,142,8786,EIE,BC,Thanjavur,No,PRIST University - Vallam,156000.0
150,149,5878,IT,MBC,Chennai,No,Hindustan Institute of Technology - Padur,237000.0
135,130,9217,Chemical,SC,Dharmapuri,No,M.K. University College - Dharmapuri,155000.0
151,148,6199,ECE,ST,Karur,No,V.S.B. Engineering College - Karur,178000.0
149,150,6925,EIE,BC,Nagapattinam,No,E.G.S. Pillay Engineering College - Nagapattinam,162000.0
140,141,7833,Chemical,SC,Krishnagiri,No,T.J.S. Engineering College - Hosur,155000.0
150,143,6640,Mechanical,SC,Theni,No,Theni Engineering College - Theni,145000.0
150,156,6267,EIE,OC,Villupuram,No,Bharathiyar Institute of Engineering - Villupuram,150000.0
143,141,7889,Chemical,ST,Perambalur,Yes,Roever Engineering College - Perambalur,158000.0
137,144,8938,IT,SC,Chengalpattu,No,St. Joseph's Institute of Technology - OMR,216000.0
137,143,8427,IT,BC,Tirunelveli,No,Francis Xavier Engineering College - Pettai,168000.0
140,143,8374,Civil,SC,Krishnagiri,No,Sri Krishna College of Technology - Hosur,138000.0
130,132,9842,EIE,BC,Sivagangai,No,Sudharsan Engineering College - Sivagangai,158000.0
163,165,3564,IT,SC,Villupuram,No,V.R.S. College of Engineering - Villupuram,163000.0
159,155,4543,Chemical,BC,Dharmapuri,No,Government College of Engineering - Dharmapuri,51000.0
160,163,4071,EIE,BC,Villupuram,No,V.R.S. College of Engineering - Villupuram,158000.0
143,137,7345,CSE,MBC,Perambalur,No,Perambalur College of Engineering - Perambalur,178000.0
157,157,5474,Biotech,BC,Krishnagiri,No,Hosur Institute of Technology - Hosur,143000.0
161,153,4572,CSE,BC,Kanyakumari,No,St. Mother Theresa College - Vellamadam,170000.0
154,153,5694,ECE,MBC,Namakkal,No,M.P. Nachimuthu M.Jaganathan Engineering College - Chennimalai,165000.0
147,153,7163,CSE,BC,Cuddalore,No,St. Anne's College of Engineering - Panruti,165000.0
141,142,7549,CSE,OC,Pudukkottai,No,Shanmuganathan Engineering College - Pudukkottai,164000.0
159,167,4548,Mechanical,BC,Tenkasi,No,Government College of Engineering - Tenkasi,53000.0
159,155,4903,CSE,SC,Chengalpattu,No,Dhanalakshmi College of Engineering - Tambaram,210000.0
144,143,7067,EIE,OC,Thanjavur,No,Periyar Maniammai University - Vallam,160000.0
152,146,6145,Biotech,MBC,Dharmapuri,No,Dharmapuri College of Engineering - Palacode,149000.0
135,131,9330,Aerospace,BC,Kallakurichi,No,S.K.P. Engineering College - Kallakurichi,165000.0
133,130,9213,Biotech,MBC,Thiruvarur,No,Thiruvarur Engineering College - Thiruvarur,152000.0
153,157,6064,CSE,OC,Kancheepuram,No,Trichy Engineering College - Kanchipuram,217000.0
141,133,7421,Mechanical,OC,Sivagangai,No,R.V.S. Engineering College - Sivagangai,156000.0
157,160,5123,Chemical,MBC,Trichy,No,Imayam College of Engineering - Kannanur,160000.0
157,163,4654,Mechanical,OC,Krishnagiri,No,T.J.S. Engineering College - Hosur,146000.0
148,147,6522,EEE,ST,Cuddalore,No,Sri Manakula Vinayagar Engineering - Puducherry Road,160000.0
162,154,3689,CSE,SC,Villupuram,No,Sri Manakula Vinayagar Engineering - Madagadipet,171000.0
133,133,9863,Biotech,ST,Dharmapuri,No,P.G.P. College of Engineering - Namakkal,144000.0
147,155,6578,IT,ST,Erode,No,Builders Engineering College - Kangayam,195000.0
151,147,6075,EIE,SC,Kancheepuram,Yes,Pallavan College of Engineering - Kanchipuram,202000.0
140,132,7701,ECE,SC,Vellore,No,Jai Shriram Engineering College - Avinashi,215000.0
137,137,8176,ECE,BC,Erode,No,Builders Engineering College - Kangayam,192000.0
142,138,7477,Civil,ST,Chennai,No,Hindustan Institute of Technology - Padur,191000.0
130,133,10000,Mechanical,BC,Ranipet,No,S.R.M. University - Ranipet,159000.0
133,140,9423,Chemical,OC,Salem,No,Aruna College of Engineering - Thiruchengode,153000.0
181,187,291,EEE,OC,Erode,No,Kongu Arts and Science College - Nanjanapuram,251000.0
